Register_days_until_transaction,num_trans_iPhone,num_trans_iPad,num_trans_Entertainment,num_trans_Games,num_trans_Photos & Videos,num_trans_Social Networking,num_trans_Utilities,Total_num_of_transactions,iPhone_Revenue,iPad_Revenue,Entertainment_Revenue,Games_Revenue,Photos & Videos_Revenue,Social Networking_Revenue,Utilities_Revenue,Total_Revenue,Cluster
2504.0,984.0,351.0,160.0,539.0,405.0,74.0,157.0,1335.0,8217.21,2770.5199999999995,960.4,6037.689999999999,2556.95,475.26000000000005,957.4300000000002,10987.73,Gold Subscribers
1895.0,984.0,350.0,148.0,566.0,403.0,79.0,138.0,1334.0,8503.23,2640.5299999999997,945.52,6453.439999999999,2369.9700000000003,503.21000000000015,871.6200000000001,11143.759999999998,Gold Subscribers
2894.0,975.0,359.0,157.0,571.0,398.0,70.0,138.0,1334.0,8543.32,2729.4399999999996,1119.4299999999998,6248.389999999999,2634.02,425.30000000000007,845.6200000000001,11272.759999999998,Gold Subscribers
3090.0,993.0,341.0,155.0,605.0,366.0,61.0,147.0,1334.0,9024.13,2775.62,1052.45,6924.039999999999,2473.34,425.3900000000001,924.53,11799.75,Gold Subscribers
2370.0,1007.0,326.0,152.0,596.0,364.0,64.0,157.0,1333.0,8476.009999999998,2742.7699999999995,1057.48,6465.15,2342.3599999999997,430.36,923.4300000000001,11218.779999999999,Gold Subscribers
2921.0,979.0,354.0,138.0,553.0,430.0,65.0,147.0,1333.0,8251.269999999999,2814.5099999999993,947.6199999999999,6281.58,2655.7,328.35,852.5300000000002,11065.779999999999,Gold Subscribers
1666.0,980.0,353.0,155.0,568.0,378.0,73.0,159.0,1333.0,8337.239999999998,2818.4799999999996,982.45,6462.369999999999,2408.22,466.27000000000004,836.4100000000002,11155.719999999998,Gold Subscribers
1649.0,1000.0,332.0,145.0,573.0,409.0,70.0,135.0,1332.0,8035.039999999998,2787.709999999999,914.5500000000002,6110.34,2470.91,456.30000000000007,870.6500000000001,10822.75,Gold Subscribers
2362.0,985.0,347.0,145.0,612.0,375.0,71.0,129.0,1332.0,8264.189999999999,2924.5699999999997,904.55,6912.959999999999,2221.25,403.2900000000001,746.71,11188.759999999998,Gold Subscribers
3313.0,988.0,344.0,150.0,559.0,401.0,67.0,155.0,1332.0,8449.199999999999,2999.58,1109.5,6384.509999999999,2681.99,423.33000000000004,849.45,11448.779999999999,Gold Subscribers
3011.0,954.0,377.0,146.0,579.0,391.0,81.0,134.0,1331.0,8017.499999999998,3171.2599999999993,875.5400000000001,6450.28,2617.09,536.19,709.6600000000001,11188.759999999998,Gold Subscribers
2119.0,984.0,347.0,151.0,581.0,364.0,63.0,172.0,1331.0,8350.23,3087.5599999999995,1076.49,6549.289999999999,2342.36,447.3700000000001,1022.28,11437.789999999999,Gold Subscribers
1769.0,996.0,335.0,140.0,564.0,380.0,87.0,160.0,1331.0,8495.09,2858.69,927.6,6397.45,2615.2,523.1300000000001,890.4000000000001,11353.779999999999,Gold Subscribers
2485.0,961.0,370.0,138.0,621.0,362.0,72.0,138.0,1331.0,8417.449999999999,3287.3199999999997,844.62,7178.869999999999,2401.3799999999997,449.28000000000003,830.6200000000001,11704.769999999999,Gold Subscribers
2100.0,997.0,334.0,164.0,553.0,382.0,67.0,165.0,1331.0,7926.0999999999985,2741.68,1136.3600000000001,5681.5599999999995,2456.18,359.33000000000004,1034.3500000000001,10667.779999999999,Gold Subscribers
2666.0,968.0,363.0,127.0,603.0,372.0,74.0,155.0,1331.0,8065.389999999999,3072.3899999999994,948.7299999999998,6471.0599999999995,2433.2799999999997,417.26000000000005,867.45,11137.779999999999,Gold Subscribers
2243.0,980.0,350.0,167.0,544.0,394.0,67.0,158.0,1330.0,8366.25,2707.5299999999997,1254.3300000000002,6042.639999999999,2487.06,374.33000000000004,915.4200000000001,11073.779999999999,Gold Subscribers
2336.0,930.0,400.0,128.0,607.0,367.0,78.0,150.0,1330.0,7821.779999999999,3397.0199999999995,810.7199999999998,6778.029999999999,2280.33,485.22,864.5,11218.8,Gold Subscribers
1444.0,997.0,332.0,140.0,579.0,391.0,67.0,152.0,1329.0,8430.069999999998,2564.74,848.6000000000001,6291.3099999999995,2526.09,500.33,828.4800000000001,10994.81,Gold Subscribers
2688.0,989.0,340.0,123.0,567.0,366.0,99.0,174.0,1329.0,8409.16,2711.62,699.77,6405.4,2617.34,481.01000000000005,917.2600000000001,11120.779999999999,Gold Subscribers
3196.0,980.0,349.0,143.0,563.0,393.0,79.0,151.0,1329.0,7979.279999999999,2745.54,965.57,6132.48,2341.0699999999997,456.2100000000001,829.49,10724.82,Gold Subscribers
1843.0,966.0,363.0,134.0,562.0,435.0,62.0,136.0,1329.0,8370.39,2765.3999999999996,948.6600000000001,6296.459999999999,2744.6499999999996,343.3800000000001,802.64,11135.789999999999,Gold Subscribers
1690.0,975.0,354.0,133.0,598.0,399.0,72.0,127.0,1329.0,7953.339999999998,2919.4799999999996,843.6700000000001,6430.129999999999,2497.0099999999998,418.28,683.73,10872.82,Gold Subscribers
2494.0,979.0,350.0,149.0,578.0,359.0,80.0,163.0,1329.0,8235.259999999998,2611.5299999999997,1007.5100000000001,6201.3,2254.41,476.20000000000005,907.3700000000001,10846.789999999999,Gold Subscribers
3141.0,970.0,358.0,153.0,546.0,398.0,67.0,164.0,1328.0,8017.359999999999,3003.4399999999996,1151.47,6169.619999999999,2384.02,340.33000000000004,975.36,11020.8,Gold Subscribers
1965.0,982.0,346.0,149.0,602.0,377.0,67.0,133.0,1328.0,8166.249999999998,2769.5699999999997,862.5100000000002,6507.079999999999,2424.2299999999996,362.33000000000004,779.6700000000001,10935.82,Gold Subscribers
1985.0,990.0,338.0,139.0,580.0,375.0,72.0,162.0,1328.0,8216.16,2859.64,854.61,6354.28,2501.25,467.2800000000001,898.3800000000001,11075.8,Gold Subscribers
3240.0,974.0,353.0,158.0,567.0,376.0,88.0,138.0,1327.0,8389.34,2601.5099999999993,1101.42,6109.45,2467.24,571.1199999999999,741.6200000000001,10990.849999999999,Gold Subscribers
1706.0,977.0,350.0,152.0,594.0,369.0,73.0,139.0,1327.0,8133.319999999999,2925.5199999999995,1031.48,6550.169999999998,2336.3099999999995,438.27,702.61,11058.84,Gold Subscribers
1400.0,960.0,367.0,157.0,575.0,381.0,81.0,133.0,1327.0,8050.479999999999,2761.3599999999997,1032.43,6150.36,2345.1899999999996,484.19000000000005,799.6700000000001,10811.84,Gold Subscribers
1847.0,965.0,362.0,143.0,594.0,382.0,75.0,133.0,1327.0,8689.439999999999,2912.3999999999996,1146.5700000000002,6715.169999999999,2427.18,536.25,776.6700000000001,11601.84,Gold Subscribers
2931.0,968.0,359.0,168.0,587.0,353.0,75.0,144.0,1327.0,8137.379999999999,2951.45,1141.3200000000002,6426.23,2365.4700000000003,381.25,774.56,11088.829999999998,Gold Subscribers
3057.0,984.0,342.0,142.0,585.0,353.0,87.0,159.0,1326.0,8588.22,2961.62,1110.58,6447.25,2519.4699999999993,577.1300000000001,895.4100000000001,11549.839999999998,Gold Subscribers
1587.0,928.0,398.0,121.0,584.0,389.0,65.0,167.0,1326.0,8137.769999999999,3112.0599999999995,807.79,6454.25,2656.1099999999997,450.35,881.3300000000002,11249.83,Gold Subscribers
2930.0,979.0,347.0,149.0,581.0,388.0,75.0,133.0,1326.0,8112.259999999999,2870.54,986.51,6515.249999999999,2267.12,447.25000000000006,766.6700000000001,10982.8,Gold Subscribers
1926.0,983.0,343.0,136.0,583.0,399.0,63.0,145.0,1326.0,8603.239999999998,2695.6199999999994,955.64,6412.29,2659.01,432.3700000000001,839.55,11298.859999999997,Gold Subscribers
2411.0,981.0,344.0,150.0,609.0,339.0,72.0,155.0,1325.0,8488.219999999998,3121.6099999999997,975.5,6981.99,2118.61,527.28,1006.45,11609.829999999998,Gold Subscribers
3315.0,971.0,354.0,150.0,564.0,393.0,71.0,147.0,1325.0,8221.339999999998,2944.49,1108.5,6126.44,2576.0699999999997,453.2900000000001,901.5300000000001,11165.829999999998,Gold Subscribers
2906.0,971.0,353.0,128.0,640.0,355.0,63.0,138.0,1324.0,8321.349999999999,2954.5199999999995,792.7199999999999,7011.709999999999,2341.45,329.3700000000001,800.62,11275.869999999999,Gold Subscribers
2164.0,989.0,335.0,147.0,578.0,388.0,63.0,148.0,1324.0,8344.169999999998,3017.67,873.5300000000001,6715.299999999999,2419.12,463.3700000000001,890.5200000000001,11361.839999999998,Gold Subscribers
2034.0,983.0,341.0,129.0,566.0,394.0,77.0,158.0,1324.0,7814.249999999998,2747.6299999999997,914.71,5909.459999999999,2359.06,441.23000000000013,937.4200000000001,10561.88,Gold Subscribers
2899.0,958.0,366.0,143.0,571.0,398.0,63.0,149.0,1324.0,7918.48,2864.379999999999,931.57,6161.389999999999,2497.02,409.3700000000001,783.5100000000002,10782.859999999999,Gold Subscribers
1758.0,999.0,324.0,139.0,561.0,394.0,80.0,149.0,1323.0,7907.089999999999,2624.79,910.61,5804.5,2539.06,521.1999999999999,756.5100000000001,10531.88,Gold Subscribers
3199.0,952.0,371.0,135.0,579.0,368.0,76.0,165.0,1323.0,8069.529999999999,3076.3099999999995,889.6500000000001,6665.279999999999,2240.3199999999997,416.2400000000001,934.3500000000001,11145.84,Gold Subscribers
2741.0,972.0,350.0,150.0,581.0,409.0,56.0,126.0,1322.0,8313.349999999999,2822.5199999999995,1020.5000000000001,6548.28,2495.91,353.44000000000005,717.74,11135.869999999999,Gold Subscribers
1725.0,973.0,349.0,130.0,575.0,417.0,61.0,139.0,1322.0,7992.339999999999,2874.54,905.7,6261.349999999999,2648.83,364.3900000000001,686.61,10866.88,Gold Subscribers
2644.0,971.0,351.0,134.0,591.0,366.0,65.0,166.0,1322.0,8474.339999999998,2904.5299999999997,1003.6600000000001,6622.179999999999,2381.34,400.35,971.3400000000001,11378.869999999999,Gold Subscribers
2260.0,970.0,352.0,152.0,600.0,341.0,71.0,158.0,1322.0,8017.369999999999,2857.5099999999998,1026.48,6507.099999999999,2090.59,367.2900000000001,883.42,10874.88,Gold Subscribers
3290.0,963.0,359.0,123.0,593.0,396.0,81.0,129.0,1322.0,8086.439999999998,2945.4399999999996,877.7699999999999,6303.17,2673.04,469.19000000000005,708.71,11031.879999999997,Gold Subscribers
2885.0,967.0,355.0,155.0,585.0,371.0,60.0,151.0,1322.0,8002.379999999999,2939.4799999999996,1134.45,6225.23,2406.29,338.4000000000001,837.4900000000002,10941.86,Gold Subscribers
2594.0,993.0,329.0,144.0,583.0,359.0,81.0,155.0,1322.0,8061.109999999999,2800.74,1008.56,6166.24,2335.41,509.19000000000005,842.45,10861.849999999999,Gold Subscribers
3305.0,990.0,331.0,115.0,603.0,383.0,71.0,149.0,1321.0,8215.15,2822.73,787.8499999999998,6495.0599999999995,2453.17,443.2900000000001,858.51,11037.88,Gold Subscribers
2000.0,976.0,344.0,153.0,557.0,401.0,67.0,142.0,1320.0,8529.3,2900.58,1103.4699999999998,6615.51,2520.99,400.33000000000004,789.58,11429.88,Gold Subscribers
3135.0,982.0,338.0,145.0,578.0,374.0,73.0,150.0,1320.0,8460.23,2859.6699999999996,1037.55,6520.32,2370.2599999999998,498.27,893.5000000000001,11319.899999999998,Gold Subscribers
2569.0,998.0,321.0,133.0,561.0,390.0,74.0,161.0,1319.0,8514.079999999998,2701.8199999999997,923.67,6284.48,2581.1,432.26000000000005,994.3900000000001,11215.9,Gold Subscribers
1855.0,964.0,355.0,127.0,607.0,363.0,70.0,152.0,1319.0,8152.439999999999,3100.4699999999993,785.73,6837.03,2211.37,445.30000000000007,973.48,11252.909999999998,Gold Subscribers
2835.0,942.0,377.0,141.0,565.0,392.0,56.0,165.0,1319.0,7915.639999999999,2866.2599999999998,927.59,6102.439999999999,2440.08,355.44,956.3500000000001,10781.9,Gold Subscribers
2786.0,991.0,328.0,135.0,596.0,361.0,80.0,147.0,1319.0,8266.13,2908.7599999999998,878.6500000000001,6682.12,2208.39,566.2,839.5300000000002,11174.89,Gold Subscribers
1649.0,1005.0,314.0,137.0,536.0,401.0,79.0,166.0,1319.0,8443.989999999998,2703.8899999999994,1004.63,6069.709999999999,2622.99,476.21000000000004,974.3400000000001,11147.88,Gold Subscribers
2548.0,971.0,348.0,149.0,559.0,407.0,58.0,146.0,1319.0,8388.339999999998,2537.55,888.51,6017.49,2772.93,414.4200000000001,832.5400000000002,10925.89,Gold Subscribers
1433.0,968.0,351.0,119.0,616.0,364.0,66.0,154.0,1319.0,8272.38,2784.5199999999995,790.81,6644.9299999999985,2345.3599999999997,384.34000000000003,891.46,11056.9,Gold Subscribers
2559.0,971.0,347.0,135.0,576.0,374.0,89.0,144.0,1318.0,8054.359999999999,3130.5599999999995,828.6500000000001,6474.339999999999,2381.2599999999998,646.11,854.56,11184.919999999998,Gold Subscribers
2844.0,983.0,334.0,126.0,566.0,403.0,78.0,144.0,1317.0,8084.239999999998,2846.6699999999996,774.74,6283.42,2621.97,448.22000000000014,802.56,10930.91,Gold Subscribers
2127.0,999.0,318.0,137.0,577.0,357.0,84.0,162.0,1317.0,8517.06,2552.87,1028.63,6259.33,2223.4300000000003,537.1600000000001,1021.3800000000001,11069.93,Gold Subscribers
2429.0,983.0,334.0,131.0,585.0,378.0,62.0,161.0,1317.0,8357.21,2727.6899999999996,926.6899999999999,6302.219999999999,2421.22,477.3800000000001,957.3900000000001,11084.899999999998,Gold Subscribers
2365.0,987.0,330.0,140.0,577.0,381.0,77.0,142.0,1317.0,8089.19,2557.7299999999996,989.5999999999999,6084.32,2294.1899999999996,463.23,815.5800000000002,10646.919999999998,Gold Subscribers
3063.0,923.0,394.0,127.0,567.0,407.0,74.0,142.0,1317.0,7642.809999999999,3303.12,825.73,6157.429999999999,2668.9300000000003,445.2600000000001,848.5800000000002,10945.93,Gold Subscribers
2315.0,964.0,353.0,142.0,559.0,398.0,83.0,135.0,1317.0,7991.379999999999,2900.5199999999995,906.58,6066.48,2607.02,582.1700000000001,729.6500000000001,10891.9,Gold Subscribers
1732.0,962.0,355.0,152.0,571.0,355.0,78.0,161.0,1317.0,8031.439999999999,2736.49,1150.48,5938.389999999999,2258.45,478.2200000000001,942.3900000000001,10767.929999999998,Gold Subscribers
3267.0,972.0,344.0,136.0,590.0,391.0,69.0,130.0,1316.0,8412.349999999999,2949.5699999999997,874.64,6651.18,2640.09,489.31000000000006,706.7,11361.919999999998,Gold Subscribers
1781.0,963.0,353.0,145.0,557.0,419.0,76.0,119.0,1316.0,7912.419999999998,3099.5199999999995,983.55,6255.529999999999,2601.8099999999995,475.24000000000007,695.81,11011.939999999999,Gold Subscribers
2331.0,978.0,338.0,132.0,568.0,388.0,81.0,147.0,1316.0,8345.269999999999,2510.6399999999994,917.6800000000001,6124.389999999999,2550.12,489.19000000000005,774.5300000000002,10855.91,Gold Subscribers
3080.0,962.0,354.0,116.0,581.0,402.0,77.0,140.0,1316.0,7976.449999999999,3134.4799999999996,836.8399999999999,6340.279999999999,2594.98,483.23000000000013,855.6000000000001,11110.93,Gold Subscribers
2075.0,975.0,341.0,117.0,611.0,363.0,68.0,157.0,1316.0,8540.31,2721.64,798.8299999999999,6995.999999999999,2169.37,388.32000000000005,909.4300000000002,11261.949999999999,Gold Subscribers
1602.0,944.0,372.0,150.0,592.0,374.0,66.0,134.0,1316.0,8113.5999999999985,2975.3099999999995,1069.5,6319.15,2461.2599999999998,433.34000000000003,805.6600000000001,11088.91,Gold Subscribers
2552.0,977.0,339.0,134.0,591.0,370.0,74.0,147.0,1316.0,8316.3,2781.6299999999997,929.66,6646.18,2335.2999999999997,398.2600000000001,788.5300000000001,11097.93,Gold Subscribers
3311.0,988.0,327.0,129.0,586.0,392.0,62.0,146.0,1315.0,8843.16,2553.7700000000004,881.71,6552.219999999999,2652.08,401.3800000000001,909.54,11396.929999999998,Gold Subscribers
1586.0,978.0,337.0,129.0,568.0,391.0,76.0,151.0,1315.0,7878.259999999998,2781.66,798.71,6279.389999999999,2323.09,464.2400000000001,794.4900000000002,10659.919999999998,Gold Subscribers
3192.0,967.0,348.0,124.0,547.0,407.0,88.0,149.0,1315.0,8022.399999999998,2934.5499999999997,784.76,5898.629999999999,2767.93,570.1199999999999,935.51,10956.949999999999,Gold Subscribers
2752.0,978.0,337.0,169.0,557.0,390.0,54.0,145.0,1315.0,8172.289999999999,2595.66,1177.31,5960.53,2477.1,350.46000000000004,802.55,10767.949999999999,Gold Subscribers
2728.0,962.0,352.0,151.0,562.0,385.0,65.0,151.0,1314.0,8058.449999999999,2778.5199999999995,908.4900000000001,6281.489999999999,2373.1499999999996,370.35,903.4900000000001,10836.97,Gold Subscribers
2317.0,962.0,352.0,135.0,573.0,390.0,71.0,145.0,1314.0,7934.459999999999,2826.5299999999997,855.6500000000001,6120.4,2557.1,382.2900000000001,845.55,10760.989999999998,Gold Subscribers
3238.0,936.0,378.0,115.0,568.0,424.0,63.0,144.0,1314.0,8004.7,2944.2599999999998,775.8499999999999,6243.419999999999,2667.7599999999993,415.3700000000001,846.5600000000001,10948.96,Gold Subscribers
2873.0,952.0,362.0,152.0,575.0,373.0,68.0,146.0,1314.0,8016.539999999999,3015.41,1047.48,6305.34,2326.27,373.32000000000005,979.5400000000001,11031.949999999999,Gold Subscribers
2487.0,998.0,316.0,147.0,546.0,403.0,72.0,146.0,1314.0,8342.079999999998,2440.88,908.5300000000001,5960.639999999999,2651.97,467.28,794.5400000000001,10782.96,Gold Subscribers
2083.0,961.0,352.0,144.0,573.0,372.0,90.0,134.0,1313.0,8356.46,2921.4999999999995,1083.56,6406.36,2526.2799999999997,513.1000000000001,748.6600000000001,11277.96,Gold Subscribers
2621.0,965.0,348.0,155.0,562.0,373.0,71.0,152.0,1313.0,7964.399999999999,2988.5499999999997,1033.4499999999998,6197.459999999999,2380.2699999999995,488.2900000000001,853.48,10952.949999999999,Gold Subscribers
1304.0,953.0,359.0,119.0,604.0,375.0,67.0,147.0,1312.0,7872.539999999999,3024.4399999999996,716.81,6465.0599999999995,2403.25,395.33000000000004,916.5300000000002,10896.98,Gold Subscribers
1690.0,927.0,385.0,141.0,549.0,398.0,71.0,153.0,1312.0,7866.799999999999,3120.1899999999996,1064.5900000000001,5918.619999999999,2561.0199999999995,433.2900000000001,1009.47,10986.989999999998,Gold Subscribers
2988.0,964.0,348.0,133.0,588.0,365.0,73.0,153.0,1312.0,7869.3899999999985,2582.5699999999997,786.6700000000001,6167.2,2258.35,504.27,735.47,10451.96,Gold Subscribers
3293.0,980.0,332.0,146.0,554.0,390.0,85.0,137.0,1312.0,8230.279999999999,2848.72,915.54,6152.58,2542.1,639.15,829.6300000000001,11078.999999999998,Gold Subscribers
2670.0,974.0,338.0,127.0,558.0,394.0,79.0,154.0,1312.0,8218.31,2739.6299999999997,845.7299999999999,6264.48,2472.06,495.21000000000004,880.46,10957.939999999999,Gold Subscribers
1610.0,956.0,355.0,143.0,569.0,380.0,82.0,137.0,1311.0,8166.499999999999,2849.4799999999996,1037.5700000000002,6279.4,2519.2,389.18000000000006,790.63,11015.98,Gold Subscribers
2005.0,960.0,351.0,131.0,556.0,406.0,69.0,149.0,1311.0,8029.449999999998,2968.5099999999993,819.69,6186.509999999999,2748.9399999999996,407.31000000000006,835.51,10997.96,Gold Subscribers
2575.0,980.0,331.0,123.0,589.0,391.0,74.0,134.0,1311.0,8421.25,2855.7099999999996,804.7699999999999,6611.179999999999,2572.0899999999997,448.2600000000001,840.6600000000001,11276.96,Gold Subscribers
1658.0,947.0,364.0,120.0,592.0,378.0,77.0,144.0,1311.0,8439.579999999998,3032.41,839.8,6728.179999999999,2457.22,547.23,899.5600000000001,11471.99,Gold Subscribers
3263.0,990.0,320.0,134.0,543.0,402.0,75.0,156.0,1310.0,7929.16,2663.8399999999997,896.66,5867.67,2454.98,442.25000000000006,931.44,10593.0,Gold Subscribers
2861.0,954.0,356.0,136.0,567.0,392.0,69.0,146.0,1310.0,8200.489999999998,2892.49,826.64,6434.409999999999,2446.08,478.31000000000006,907.54,11092.98,Gold Subscribers
2566.0,956.0,354.0,152.0,578.0,358.0,72.0,150.0,1310.0,8193.499999999998,2959.49,967.48,6493.3099999999995,2345.42,413.28,933.5,11152.99,Gold Subscribers
1879.0,981.0,329.0,135.0,576.0,361.0,82.0,156.0,1310.0,8298.239999999998,2727.75,871.6500000000001,6376.33,2126.39,556.1800000000001,1095.44,11025.99,Gold Subscribers
1951.0,958.0,352.0,121.0,591.0,366.0,78.0,154.0,1310.0,8165.469999999999,3070.5199999999995,832.79,6633.179999999999,2407.3399999999997,554.22,808.46,11235.989999999998,Gold Subscribers
2420.0,952.0,357.0,140.0,583.0,378.0,73.0,135.0,1309.0,8154.549999999999,2835.4599999999996,1010.6,6323.2699999999995,2361.22,433.2700000000001,861.6500000000001,10990.01,Gold Subscribers
3303.0,1008.0,301.0,131.0,561.0,410.0,59.0,148.0,1309.0,8455.97,2477.0199999999995,861.69,6188.469999999999,2510.8999999999996,462.4100000000001,909.52,10932.989999999998,Gold Subscribers
2535.0,966.0,343.0,153.0,575.0,376.0,71.0,134.0,1309.0,8389.41,2939.58,1329.4699999999998,6495.33,2368.24,457.2900000000001,678.6600000000001,11328.989999999998,Gold Subscribers
2310.0,959.0,349.0,135.0,566.0,372.0,82.0,153.0,1308.0,8223.449999999999,2808.5499999999997,958.6500000000001,6202.419999999999,2453.2799999999997,520.1800000000001,897.47,11032.0,Gold Subscribers
2029.0,967.0,341.0,146.0,592.0,358.0,77.0,135.0,1308.0,8327.41,2949.62,974.54,6730.19,2336.4199999999996,428.23,807.6500000000001,11277.029999999999,Gold Subscribers
2151.0,969.0,339.0,150.0,551.0,375.0,76.0,156.0,1308.0,8204.369999999999,2712.6499999999996,931.5000000000001,6201.589999999999,2351.25,409.24000000000007,1023.44,10917.02,Gold Subscribers
2353.0,950.0,358.0,142.0,572.0,364.0,71.0,159.0,1308.0,7962.559999999999,2826.45,923.5799999999999,6327.37,2105.36,435.2900000000001,997.4100000000001,10789.009999999998,Gold Subscribers
2876.0,966.0,342.0,123.0,572.0,385.0,82.0,146.0,1308.0,8110.399999999999,2623.5999999999995,887.7699999999998,6120.36,2404.1499999999996,515.1800000000001,806.5400000000001,10734.0,Gold Subscribers
2444.0,998.0,309.0,140.0,560.0,393.0,71.0,143.0,1307.0,8387.059999999998,2497.9300000000003,973.6,5990.459999999999,2692.0699999999997,422.2900000000001,806.57,10884.989999999998,Gold Subscribers
3265.0,975.0,332.0,135.0,590.0,364.0,68.0,150.0,1307.0,7946.299999999999,2835.7,933.6500000000001,6434.17,2162.36,448.32000000000005,803.5,10782.0,Gold Subscribers
2794.0,944.0,363.0,136.0,560.0,383.0,81.0,147.0,1307.0,8110.619999999998,2910.3999999999996,901.6400000000001,6293.489999999999,2444.17,551.19,830.5300000000001,11021.019999999999,Gold Subscribers
2975.0,954.0,352.0,133.0,569.0,390.0,66.0,148.0,1306.0,8240.529999999999,2929.4999999999995,977.6700000000001,6368.4,2529.1,410.34000000000003,884.52,11170.029999999999,Gold Subscribers
2392.0,960.0,346.0,151.0,555.0,368.0,74.0,158.0,1306.0,8096.419999999998,2688.5799999999995,1159.49,6014.509999999999,2277.3199999999997,508.26000000000005,825.4200000000001,10784.999999999998,Gold Subscribers
2884.0,966.0,340.0,124.0,557.0,381.0,86.0,158.0,1306.0,7956.409999999999,2889.6399999999994,928.7599999999998,5978.539999999999,2509.1899999999996,544.1400000000001,885.4200000000001,10846.05,Gold Subscribers
3244.0,954.0,351.0,148.0,548.0,397.0,58.0,154.0,1305.0,7944.499999999998,2734.5099999999998,910.5200000000002,6085.579999999999,2431.0299999999997,372.42,879.46,10679.009999999998,Gold Subscribers
2730.0,954.0,351.0,133.0,601.0,377.0,55.0,139.0,1305.0,8135.539999999999,2842.5099999999998,982.67,6537.089999999999,2398.2299999999996,344.45000000000005,715.6100000000001,10978.05,Gold Subscribers
